date,time,distance,cnt,pwm,uid,,,,,,
22/04/29,14:53:58,31,22,90,88,,,,,,
22/04/29,14:53:58,34,22,90,88,,,,,,
22/04/29,14:53:58,37,22,90,88,,,,,,
22/04/29,14:53:58,44,22,91,88,,,,,,
22/04/29,14:53:59,43,22,91,88,,,,,,
22/04/29,14:53:59,41,22,90,88,,,,,,
22/04/29,14:53:59,40,22,90,88,,,,,,
22/04/29,14:53:59,32,22,90,88,,,,,,
22/04/29,14:53:59,25,22,90,88,,,,,,
22/04/29,14:54:00,26,21,90,88,,,,,,
22/04/29,14:54:00,24,21,90,88,,,,,,
22/04/29,14:54:00,26,21,90,88,,,,,,
22/04/29,14:54:00,23,21,91,88,,,,,,
22/04/29,14:54:00,26,21,90,88,,,,,,
22/04/29,14:54:00,28,21,90,88,,,,,,
22/04/29,14:54:01,36,21,90,88,,,,,,
22/04/29,14:54:01,41,21,90,88,,,,,,
22/04/29,14:54:01,44,21,91,88,,,,,,
22/04/29,14:54:01,47,21,90,88,,,,,,
22/04/29,14:54:01,43,21,91,88,,,,,,
22/04/29,14:54:02,36,21,90,88,,,,,,
22/04/29,14:54:02,37,21,90,88,,,,,,
22/04/29,14:54:02,30,21,90,88,,,,,,
22/04/29,14:54:02,22,20,90,88,,,,,,
22/04/29,14:54:02,22,20,90,88,,,,,,
22/04/29,14:54:03,18,20,91,88,,,,,,
22/04/29,14:54:03,18,20,90,88,,,,,,
22/04/29,14:54:03,24,20,90,88,,,,,,
22/04/29,14:54:03,29,20,90,88,,,,,,
22/04/29,14:54:03,34,20,90,88,,,,,,
22/04/29,14:54:03,40,20,91,88,,,,,,
22/04/29,14:54:04,44,20,90,88,,,,,,
22/04/29,14:54:04,36,20,90,88,,,,,,
22/04/29,14:54:04,34,20,90,88,,,,,,
22/04/29,14:54:04,31,20,90,88,,,,,,
22/04/29,14:54:04,25,20,90,88,,,,,,
22/04/29,14:54:05,22,19,90,88,,,,,,
22/04/29,14:54:05,22,19,91,88,,,,,,
22/04/29,14:54:05,33,19,91,88,,,,,,
22/04/29,14:54:05,21,19,90,88,,,,,,
22/04/29,14:54:05,23,19,90,88,,,,,,
22/04/29,14:54:06,30,19,90,88,,,,,,
22/04/29,14:54:06,34,19,90,88,,,,,,
22/04/29,14:54:06,38,19,90,88,,,,,,
22/04/29,14:54:06,44,19,91,88,,,,,,
22/04/29,14:54:06,45,19,90,88,,,,,,
22/04/29,14:54:06,42,19,90,88,,,,,,
22/04/29,14:54:07,37,19,90,88,,,,,,
22/04/29,14:54:07,34,19,90,88,,,,,,
22/04/29,14:54:07,21,19,90,88,,,,,,
22/04/29,14:54:07,20,18,90,88,,,,,,
22/04/29,14:54:07,24,18,90,88,,,,,,
22/04/29,14:54:08,22,18,91,88,,,,,,
22/04/29,14:54:08,21,18,90,88,,,,,,
22/04/29,14:54:08,26,18,90,88,,,,,,
22/04/29,14:54:08,31,18,90,88,,,,,,
22/04/29,14:54:08,34,18,90,88,,,,,,
22/04/29,14:54:09,39,18,90,88,,,,,,
22/04/29,14:54:09,43,18,90,88,,,,,,
22/04/29,14:54:09,48,18,90,88,,,,,,
22/04/29,14:54:09,47,18,90,88,,,,,,
22/04/29,14:54:09,37,18,90,88,,,,,,
22/04/29,14:54:09,33,18,90,88,,,,,,
22/04/29,14:54:10,27,18,90,88,,,,,,
22/04/29,14:54:10,27,17,90,88,,,,,,
22/04/29,14:54:10,20,17,91,88,,,,,,
22/04/29,14:54:10,22,17,90,88,,,,,,
22/04/29,14:54:10,22,17,90,88,,,,,,
22/04/29,14:54:11,25,17,90,88,,,,,,
22/04/29,14:54:11,32,17,90,88,,,,,,
22/04/29,14:54:11,39,17,90,88,,,,,,
22/04/29,14:54:11,38,17,90,88,,,,,,
22/04/29,14:54:11,43,17,91,88,,,,,,
22/04/29,14:54:12,39,17,91,88,,,,,,
22/04/29,14:54:12,34,17,90,88,,,,,,
22/04/29,14:54:12,29,17,90,88,,,,,,
22/04/29,14:54:12,22,17,90,88,,,,,,
22/04/29,14:54:12,22,16,91,88,,,,,,
22/04/29,14:54:12,24,16,90,88,,,,,,
22/04/29,14:54:13,33,16,91,88,,,,,,
22/04/29,14:54:13,25,16,91,88,,,,,,
22/04/29,14:54:13,23,16,90,88,,,,,,
22/04/29,14:54:13,30,16,90,88,,,,,,
22/04/29,14:54:13,33,16,90,88,,,,,,
22/04/29,14:54:14,40,16,90,88,,,,,,
22/04/29,14:54:14,46,16,90,88,,,,,,
22/04/29,14:54:14,46,16,91,88,,,,,,
22/04/29,14:54:14,43,16,91,88,,,,,,
22/04/29,14:54:14,35,16,90,88,,,,,,
22/04/29,14:54:15,33,16,90,88,,,,,,
22/04/29,14:54:15,27,16,90,88,,,,,,
22/04/29,14:54:15,21,15,90,88,,,,,,
22/04/29,14:54:15,25,15,90,88,,,,,,
22/04/29,14:54:15,21,15,90,88,,,,,,
22/04/29,14:54:15,23,15,90,88,,,,,,
22/04/29,14:54:16,26,15,90,88,,,,,,
22/04/29,14:54:16,32,15,90,88,,,,,,
22/04/29,14:54:16,36,15,90,88,,,,,,
22/04/29,14:54:16,38,15,91,88,,,,,,
22/04/29,14:54:16,45,15,91,88,,,,,,
22/04/29,14:54:17,49,15,90,88,,,,,,
22/04/29,14:54:17,44,15,91,88,,,,,,
22/04/29,14:54:17,38,15,90,88,,,,,,
22/04/29,14:54:17,36,15,90,88,,,,,,
22/04/29,14:54:17,28,15,90,88,,,,,,
22/04/29,14:54:18,23,14,90,88,,,,,,
22/04/29,14:54:18,21,14,90,88,,,,,,
22/04/29,14:54:18,23,14,90,88,,,,,,
22/04/29,14:54:18,19,14,90,88,,,,,,
22/04/29,14:54:18,25,14,90,88,,,,,,
22/04/29,14:54:19,32,14,90,88,,,,,,
22/04/29,14:54:19,35,14,90,88,,,,,,
22/04/29,14:54:19,40,14,90,88,,,,,,
22/04/29,14:54:19,41,14,91,88,,,,,,
22/04/29,14:54:19,49,14,90,88,,,,,,
22/04/29,14:54:19,44,14,90,88,,,,,,
22/04/29,14:54:20,39,14,91,88,,,,,,
22/04/29,14:54:20,34,14,90,88,,,,,,
22/04/29,14:54:20,27,14,90,88,,,,,,
22/04/29,14:54:20,25,13,90,88,,,,,,
22/04/29,14:54:20,24,13,90,88,,,,,,
22/04/29,14:54:21,18,13,90,88,,,,,,
22/04/29,14:54:21,21,13,90,88,,,,,,
22/04/29,14:54:21,27,13,90,88,,,,,,
22/04/29,14:54:21,33,13,90,88,,,,,,
22/04/29,14:54:21,37,13,90,88,,,,,,
22/04/29,14:54:22,38,13,91,88,,,,,,
22/04/29,14:54:22,41,13,90,88,,,,,,
22/04/29,14:54:22,40,13,91,88,,,,,,
22/04/29,14:54:22,39,13,90,88,,,,,,
22/04/29,14:54:22,29,13,90,88,,,,,,
22/04/29,14:54:22,27,12,90,88,,,,,,
22/04/29,14:54:23,24,12,90,88,,,,,,
22/04/29,14:54:23,20,12,90,88,,,,,,
22/04/29,14:54:23,26,12,91,88,,,,,,
22/04/29,14:54:23,27,12,90,88,,,,,,
22/04/29,14:54:23,35,12,90,88,,,,,,
22/04/29,14:54:24,38,12,90,88,,,,,,
22/04/29,14:54:24,39,12,91,88,,,,,,
22/04/29,14:54:24,46,12,90,88,,,,,,
22/04/29,14:54:24,39,12,90,88,,,,,,
22/04/29,14:54:24,38,12,90,88,,,,,,
22/04/29,14:54:25,31,12,90,88,,,,,,
22/04/29,14:54:25,26,12,90,88,,,,,,
22/04/29,14:54:25,23,11,90,88,,,,,,
22/04/29,14:54:25,25,11,90,88,,,,,,
22/04/29,14:54:25,27,11,90,88,,,,,,
22/04/29,14:54:25,22,11,90,88,,,,,,
22/04/29,14:54:26,25,11,90,88,,,,,,
22/04/29,14:54:26,27,11,90,88,,,,,,
22/04/29,14:54:26,34,11,90,88,,,,,,
22/04/29,14:54:26,38,11,90,88,,,,,,
22/04/29,14:54:26,41,11,90,88,,,,,,
22/04/29,14:54:27,42,11,90,88,,,,,,
22/04/29,14:54:27,41,11,90,88,,,,,,
22/04/29,14:54:27,37,11,90,88,,,,,,
22/04/29,14:54:27,31,11,90,88,,,,,,
22/04/29,14:54:27,26,11,90,88,,,,,,
22/04/29,14:54:28,24,10,90,88,,,,,,
22/04/29,14:54:28,21,10,90,88,,,,,,
22/04/29,14:54:28,31,10,90,88,,,,,,
22/04/29,14:54:28,21,10,90,88,,,,,,
22/04/29,14:54:28,25,10,90,88,,,,,,
22/04/29,14:54:28,31,10,90,88,,,,,,
22/04/29,14:54:29,34,10,90,88,,,,,,
22/04/29,14:54:29,40,10,90,88,,,,,,
22/04/29,14:54:29,42,10,91,88,,,,,,
22/04/29,14:54:29,45,10,91,88,,,,,,
22/04/29,14:54:29,40,10,90,88,,,,,,
22/04/29,14:54:30,38,10,90,88,,,,,,
22/04/29,14:54:30,37,10,90,88,,,,,,
22/04/29,14:54:30,28,10,90,88,,,,,,
22/04/29,14:54:30,19,9,90,88,,,,,,
22/04/29,14:54:30,20,9,91,88,,,,,,
22/04/29,14:54:31,23,9,90,88,,,,,,
22/04/29,14:54:31,20,9,91,88,,,,,,
22/04/29,14:54:31,26,9,90,88,,,,,,
22/04/29,14:54:31,33,9,90,88,,,,,,
22/04/29,14:54:31,36,9,90,88,,,,,,
22/04/29,14:54:31,40,9,90,88,,,,,,
22/04/29,14:54:32,45,9,90,88,,,,,,
22/04/29,14:54:32,48,9,90,88,,,,,,
22/04/29,14:54:32,44,9,90,88,,,,,,
22/04/29,14:54:32,40,9,90,88,,,,,,
22/04/29,14:54:32,35,9,90,88,,,,,,
22/04/29,14:54:33,30,9,90,88,,,,,,
22/04/29,14:54:33,26,8,90,88,,,,,,
22/04/29,14:54:33,22,8,90,88,,,,,,
22/04/29,14:54:33,24,8,90,88,,,,,,
22/04/29,14:54:33,23,8,90,88,,,,,,
22/04/29,14:54:34,25,8,90,88,,,,,,
22/04/29,14:54:34,34,8,90,88,,,,,,
22/04/29,14:54:34,37,8,90,88,,,,,,
22/04/29,14:54:34,43,8,91,88,,,,,,
22/04/29,14:54:34,41,8,90,88,,,,,,
22/04/29,14:54:34,38,8,91,88,,,,,,
22/04/29,14:54:35,38,8,90,88,,,,,,
22/04/29,14:54:35,29,8,90,88,,,,,,
22/04/29,14:54:35,25,8,90,88,,,,,,
22/04/29,14:54:35,21,7,90,88,,,,,,
22/04/29,14:54:35,24,7,90,88,,,,,,
22/04/29,14:54:36,32,7,91,88,,,,,,
22/04/29,14:54:36,24,7,90,88,,,,,,
22/04/29,14:54:36,26,7,90,88,,,,,,
22/04/29,14:54:36,30,7,90,88,,,,,,
22/04/29,14:54:36,37,7,90,88,,,,,,
22/04/29,14:54:37,39,7,90,88,,,,,,
22/04/29,14:54:37,44,7,90,88,,,,,,
22/04/29,14:54:37,45,7,90,88,,,,,,
22/04/29,14:54:37,44,7,90,88,,,,,,
22/04/29,14:54:37,38,7,90,88,,,,,,
22/04/29,14:54:37,34,7,90,88,,,,,,
22/04/29,14:54:38,24,7,90,88,,,,,,
22/04/29,14:54:38,23,6,90,88,,,,,,
22/04/29,14:54:38,22,6,90,88,,,,,,
22/04/29,14:54:38,26,6,90,88,,,,,,
22/04/29,14:54:38,18,6,90,88,,,,,,
22/04/29,14:54:39,25,6,90,88,,,,,,
22/04/29,14:54:39,31,6,90,88,,,,,,
22/04/29,14:54:39,36,6,90,88,,,,,,
22/04/29,14:54:39,41,6,90,88,,,,,,
22/04/29,14:54:39,44,6,90,88,,,,,,
22/04/29,14:54:40,48,6,90,88,,,,,,
22/04/29,14:54:40,43,6,90,88,,,,,,
22/04/29,14:54:40,41,6,91,88,,,,,,
22/04/29,14:54:40,34,6,90,88,,,,,,
22/04/29,14:54:40,28,6,90,88,,,,,,
22/04/29,14:54:40,25,5,90,88,,,,,,
22/04/29,14:54:41,21,5,90,88,,,,,,
22/04/29,14:54:41,23,5,90,88,,,,,,
22/04/29,14:54:41,20,5,90,88,,,,,,
22/04/29,14:54:41,23,5,90,88,,,,,,
22/04/29,14:54:41,32,5,90,88,,,,,,
22/04/29,14:54:42,36,5,90,88,,,,,,
22/04/29,14:54:42,42,5,90,88,,,,,,
22/04/29,14:54:42,44,5,90,88,,,,,,
22/04/29,14:54:42,39,5,90,88,,,,,,
22/04/29,14:54:42,36,5,90,88,,,,,,
22/04/29,14:54:43,32,5,90,88,,,,,,
22/04/29,14:54:43,26,4,90,88,,,,,,
22/04/29,14:54:43,23,4,90,88,,,,,,
22/04/29,14:54:43,22,4,91,88,,,,,,
22/04/29,14:54:43,25,4,90,88,,,,,,
22/04/29,14:54:43,26,4,90,88,,,,,,
22/04/29,14:54:44,33,4,90,88,,,,,,
22/04/29,14:54:44,38,4,90,88,,,,,,
22/04/29,14:54:44,41,4,91,88,,,,,,
22/04/29,14:54:44,48,4,91,88,,,,,,
22/04/29,14:54:44,38,4,90,88,,,,,,
22/04/29,14:54:45,37,4,90,88,,,,,,
22/04/29,14:54:45,31,4,90,88,,,,,,
22/04/29,14:54:45,27,4,90,88,,,,,,
22/04/29,14:54:45,22,3,90,88,,,,,,
22/04/29,14:54:45,23,3,90,88,,,,,,
22/04/29,14:54:46,34,3,91,88,,,,,,
22/04/29,14:54:46,24,3,91,88,,,,,,
22/04/29,14:54:46,25,3,90,88,,,,,,
22/04/29,14:54:46,29,3,90,88,,,,,,
22/04/29,14:54:46,32,3,90,88,,,,,,
22/04/29,14:54:46,40,3,90,88,,,,,,
22/04/29,14:54:47,44,3,90,88,,,,,,
22/04/29,14:54:47,45,3,90,88,,,,,,
22/04/29,14:54:47,38,3,91,88,,,,,,
22/04/29,14:54:47,37,3,90,88,,,,,,
22/04/29,14:54:47,34,3,90,88,,,,,,
22/04/29,14:54:48,27,3,90,88,,,,,,
22/04/29,14:54:48,23,2,90,88,,,,,,
22/04/29,14:54:48,20,2,90,88,,,,,,
22/04/29,14:54:48,24,2,90,88,,,,,,
22/04/29,14:54:48,23,2,91,88,,,,,,
22/04/29,14:54:49,28,2,90,88,,,,,,
22/04/29,14:54:49,31,2,90,88,,,,,,
22/04/29,14:54:49,34,2,90,88,,,,,,
22/04/29,14:54:49,39,2,90,88,,,,,,
22/04/29,14:54:49,47,2,91,88,,,,,,
22/04/29,14:54:49,47,2,90,88,,,,,,
22/04/29,14:54:50,41,2,91,88,,,,,,
22/04/29,14:54:50,37,2,90,88,,,,,,
22/04/29,14:54:50,33,2,90,88,,,,,,
22/04/29,14:54:50,30,2,90,88,,,,,,
22/04/29,14:54:50,24,1,90,88,,,,,,
22/04/29,14:54:51,22,1,90,88,,,,,,
22/04/29,14:54:51,21,1,91,88,,,,,,
22/04/29,14:54:51,21,1,91,88,,,,,,
22/04/29,14:54:51,25,1,90,88,,,,,,
22/04/29,14:54:51,35,1,90,88,,,,,,
22/04/29,14:54:52,36,1,90,88,,,,,,
22/04/29,14:54:52,40,1,90,88,,,,,,
22/04/29,14:54:52,40,1,90,88,,,,,,
22/04/29,14:54:52,39,1,90,88,,,,,,
22/04/29,14:54:52,36,1,90,88,,,,,,
22/04/29,14:54:52,30,1,90,88,,,,,,
22/04/29,14:54:53,24,1,90,88,,,,,,
,,,,,,,,,,, 
